case_id,activity,timestamp,resource
1249,Received,1994-03-08,Clerk#000000095
1250,Order Placed,1992-09-29,Clerk#000000652
1250,Shipped,1992-11-05,Clerk#000000652
1250,Received,1992-12-03,Clerk#000000652
1250,Committed,1992-12-17,Clerk#000000652
1251,Order Placed,1997-10-30,Clerk#000000276
1251,Shipped,1997-11-29,Clerk#000000276
1251,Committed,1997-12-01,Clerk#000000276
1251,Received,1998-01-23,Clerk#000000276
1252,Order Placed,1997-08-04,Clerk#000000348
1252,Shipped,1997-08-05,Clerk#000000348
1252,Committed,1997-09-12,Clerk#000000348
1252,Received,1997-11-10,Clerk#000000348
1253,Order Placed,1993-01-26,Clerk#000000775
1253,Shipped,1993-02-23,Clerk#000000775
1253,Committed,1993-04-06,Clerk#000000775
1253,Received,1993-05-07,Clerk#000000775
1254,Order Placed,1995-12-22,Clerk#000000607
1254,Shipped,1996-02-02,Clerk#000000607
1254,Committed,1996-02-20,Clerk#000000607
1254,Received,1996-04-18,Clerk#000000607
1255,Order Placed,1994-05-30,Clerk#000000798
1255,Committed,1994-06-29,Clerk#000000798
1255,Shipped,1994-07-06,Clerk#000000798
1255,Received,1994-09-04,Clerk#000000798
1280,Order Placed,1993-01-11,Clerk#000000160
1280,Shipped,1993-02-03,Clerk#000000160
1280,Committed,1993-02-11,Clerk#000000160
1280,Received,1993-05-04,Clerk#000000160
1281,Order Placed,1994-12-11,Clerk#000000430
1281,Shipped,1994-12-27,Clerk#000000430
1281,Committed,1995-01-11,Clerk#000000430
1281,Received,1995-04-14,Clerk#000000430
1282,Order Placed,1992-02-29,Clerk#000000168
1282,Committed,1992-04-05,Clerk#000000168
1282,Shipped,1992-04-10,Clerk#000000168
1282,Received,1992-07-21,Clerk#000000168
1283,Order Placed,1996-08-30,Clerk#000000260
1283,Shipped,1996-09-12,Clerk#000000260
1283,Committed,1996-10-02,Clerk#000000260
1283,Received,1996-12-15,Clerk#000000260
1284,Order Placed,1996-01-07,Clerk#000000492
1284,Shipped,1996-01-11,Clerk#000000492
1284,Committed,1996-02-07,Clerk#000000492
1284,Received,1996-05-08,Clerk#000000492
1285,Order Placed,1992-06-01,Clerk#000000423
1285,Shipped,1992-06-21,Clerk#000000423
1285,Committed,1992-08-05,Clerk#000000423
1285,Received,1992-10-05,Clerk#000000423
1286,Order Placed,1993-05-14,Clerk#000000939
1286,Shipped,1993-05-23,Clerk#000000939
1286,Committed,1993-07-11,Clerk#000000939
1286,Received,1993-09-05,Clerk#000000939
1287,Order Placed,1994-07-05,Clerk#000000288
1287,Shipped,1994-07-08,Clerk#000000288
1287,Committed,1994-08-12,Clerk#000000288
1287,Received,1994-10-30,Clerk#000000288
1312,Order Placed,1994-05-19,Clerk#000000538
1312,Committed,1994-06-29,Clerk#000000538
1312,Shipped,1994-07-19,Clerk#000000538
1312,Received,1994-10-02,Clerk#000000538
1313,Order Placed,1994-09-13,Clerk#000000774
1313,Committed,1994-10-29,Clerk#000000774
1313,Shipped,1994-12-20,Clerk#000000774
1313,Received,1995-01-07,Clerk#000000774
1314,Order Placed,1994-05-13,Clerk#000000485
1314,Shipped,1994-05-16,Clerk#000000485
1314,Committed,1994-06-14,Clerk#000000485
1314,Received,1994-08-31,Clerk#000000485
1315,Order Placed,1998-03-22,Clerk#000000840
1315,Shipped,1998-03-30,Clerk#000000840
1315,Committed,1998-05-23,Clerk#000000840
1315,Received,1998-08-07,Clerk#000000840
1316,Order Placed,1993-12-03,Clerk#000000857
1316,Shipped,1993-12-09,Clerk#000000857
1316,Committed,1994-01-12,Clerk#000000857
1316,Received,1994-04-20,Clerk#000000857
1317,Order Placed,1995-05-19,Clerk#000000373
1317,Shipped,1995-06-08,Clerk#000000373
1317,Committed,1995-06-26,Clerk#000000373
1317,Received,1995-09-10,Clerk#000000373
1318,Order Placed,1998-06-27,Clerk#000000581
1318,Committed,1998-07-31,Clerk#000000581
1318,Shipped,1998-08-25,Clerk#000000581
1318,Received,1998-10-12,Clerk#000000581
1319,Order Placed,1996-09-27,Clerk#000000257
1319,Shipped,1996-10-05,Clerk#000000257
1319,Received,1996-11-29,Clerk#000000257
1319,Committed,1996-12-02,Clerk#000000257
1344,Order Placed,1992-04-16,Clerk#000000178
1344,Committed,1992-06-07,Clerk#000000178
1344,Shipped,1992-06-22,Clerk#000000178
1344,Received,1992-07-21,Clerk#000000178
1345,Order Placed,1992-10-28,Clerk#000000447
1345,Shipped,1992-11-27,Clerk#000000447
1345,Committed,1992-12-11,Clerk#000000447
1345,Received,1993-01-06,Clerk#000000447
1346,Order Placed,1992-06-18,Clerk#000000374
1346,Committed,1992-07-21,Clerk#000000374
1346,Shipped,1992-07-22,Clerk#000000374
1346,Received,1992-10-24,Clerk#000000374
1347,Order Placed,1997-06-20,Clerk#000000977
1347,Shipped,1997-06-25,Clerk#000000977
1347,Committed,1997-07-22,Clerk#000000977
1347,Received,1997-11-02,Clerk#000000977
1348,Order Placed,1998-04-18,Clerk#000000206
1348,Shipped,1998-04-28,Clerk#000000206
1348,Committed,1998-05-26,Clerk#000000206
1348,Received,1998-08-27,Clerk#000000206
1349,Order Placed,1997-10-26,Clerk#000000543
1349,Shipped,1997-12-24,Clerk#000000543
1349,Committed,1998-01-14,Clerk#000000543
1349,Received,1998-02-03,Clerk#000000543
1350,Order Placed,1993-08-24,Clerk#000000635
1350,Committed,1993-09-30,Clerk#000000635
1350,Shipped,1993-11-18,Clerk#000000635
1350,Received,1993-12-25,Clerk#000000635
1351,Order Placed,1998-04-20,Clerk#000000012
1351,Committed,1998-05-25,Clerk#000000012
1351,Shipped,1998-06-02,Clerk#000000012
1351,Received,1998-06-22,Clerk#000000012
1376,Order Placed,1997-05-04,Clerk#000000730
1376,Committed,1997-07-08,Clerk#000000730
1376,Shipped,1997-08-05,Clerk#000000730
1376,Received,1997-09-03,Clerk#000000730
1377,Order Placed,1998-04-24,Clerk#000000625
1377,Shipped,1998-04-30,Clerk#000000625
1377,Committed,1998-06-11,Clerk#000000625
1377,Received,1998-08-13,Clerk#000000625
1378,Order Placed,1996-03-09,Clerk#000000705
1378,Committed,1996-04-13,Clerk#000000705
1378,Shipped,1996-04-15,Clerk#000000705
1378,Received,1996-07-09,Clerk#000000705
1379,Order Placed,1998-05-25,Clerk#000000861
1379,Shipped,1998-06-08,Clerk#000000861
1379,Committed,1998-07-09,Clerk#000000861
1379,Received,1998-09-02,Clerk#000000861
1380,Order Placed,1996-07-07,Clerk#000000969
1380,Shipped,1996-07-14,Clerk#000000969
1380,Committed,1996-08-12,Clerk#000000969
1380,Received,1996-10-20,Clerk#000000969
1381,Order Placed,1998-05-25,Clerk#000000107
1381,Committed,1998-08-12,Clerk#000000107
1381,Shipped,1998-08-13,Clerk#000000107
1381,Received,1998-10-12,Clerk#000000107
1382,Order Placed,1993-08-17,Clerk#000000241
1382,Shipped,1993-08-30,Clerk#000000241
1382,Committed,1993-09-28,Clerk#000000241
1382,Received,1993-11-20,Clerk#000000241
1383,Order Placed,1993-04-27,Clerk#000000785
1383,Shipped,1993-05-24,Clerk#000000785
1383,Committed,1993-07-07,Clerk#000000785
1383,Received,1993-09-12,Clerk#000000785
1408,Order Placed,1997-12-26,Clerk#000000942
1408,Shipped,1998-01-14,Clerk#000000942
1408,Committed,1998-01-25,Clerk#000000942
1408,Received,1998-05-12,Clerk#000000942
1409,Order Placed,1992-12-31,Clerk#000000065
1409,Shipped,1993-01-27,Clerk#000000065
1409,Committed,1993-01-31,Clerk#000000065
1409,Received,1993-05-06,Clerk#000000065
1410,Order Placed,1997-04-12,Clerk#000000123
1410,Shipped,1997-04-17,Clerk#000000123
1410,Committed,1997-05-17,Clerk#000000123
1410,Received,1997-08-19,Clerk#000000123
1411,Order Placed,1994-12-21,Clerk#000000566
1411,Shipped,1995-01-12,Clerk#000000566
1411,Committed,1995-01-20,Clerk#000000566
1411,Received,1995-05-03,Clerk#000000566
1412,Order Placed,1993-03-13,Clerk#000000083
1412,Shipped,1993-03-30,Clerk#000000083
1412,Committed,1993-04-19,Clerk#000000083
1412,Received,1993-07-22,Clerk#000000083
1413,Order Placed,1997-06-14,Clerk#000000342
1413,Committed,1997-07-30,Clerk#000000342
1413,Shipped,1997-08-28,Clerk#000000342
1413,Received,1997-10-25,Clerk#000000342
1414,Order Placed,1995-08-16,Clerk#000000883
1414,Shipped,1995-09-16,Clerk#000000883
1414,Committed,1995-09-30,Clerk#000000883
1414,Received,1995-10-07,Clerk#000000883
1415,Order Placed,1994-05-29,Clerk#000000601
1415,Committed,1994-07-12,Clerk#000000601
1415,Shipped,1994-09-03,Clerk#000000601
1415,Received,1994-09-13,Clerk#000000601
1440,Order Placed,1995-08-10,Clerk#000000956
1440,Shipped,1995-09-21,Clerk#000000956
1440,Committed,1995-10-17,Clerk#000000956
1440,Received,1995-11-08,Clerk#000000956
1441,Order Placed,1997-03-06,Clerk#000000156
1441,Committed,1997-04-16,Clerk#000000156
1441,Shipped,1997-04-25,Clerk#000000156
1441,Received,1997-07-24,Clerk#000000156
1442,Order Placed,1994-07-05,Clerk#000000935
1442,Committed,1994-09-04,Clerk#000000935
1442,Shipped,1994-10-31,Clerk#000000935
1442,Received,1994-11-25,Clerk#000000935
1443,Order Placed,1996-12-16,Clerk#000000185
1443,Committed,1997-02-02,Clerk#000000185
1443,Shipped,1997-02-05,Clerk#000000185
1443,Received,1997-03-03,Clerk#000000185
1444,Order Placed,1994-12-06,Clerk#000000783
1444,Shipped,1994-12-16,Clerk#000000783
1444,Committed,1995-01-12,Clerk#000000783
1444,Received,1995-03-24,Clerk#000000783
1445,Order Placed,1995-01-10,Clerk#000000211
1445,Shipped,1995-02-05,Clerk#000000211
1445,Committed,1995-02-16,Clerk#000000211
1445,Received,1995-05-18,Clerk#000000211
1446,Order Placed,1998-02-16,Clerk#000000274
1446,Shipped,1998-05-01,Clerk#000000274
1446,Committed,1998-05-17,Clerk#000000274
1446,Received,1998-05-30,Clerk#000000274
1447,Order Placed,1992-10-15,Clerk#000000880
1447,Shipped,1992-10-24,Clerk#000000880
1447,Committed,1992-12-07,Clerk#000000880
1447,Received,1993-02-04,Clerk#000000880
1472,Order Placed,1996-10-06,Clerk#000000303
1472,Shipped,1996-10-24,Clerk#000000303
1472,Committed,1996-11-13,Clerk#000000303
1472,Received,1996-12-02,Clerk#000000303
1473,Order Placed,1997-03-17,Clerk#000000960
1473,Shipped,1997-04-18,Clerk#000000960
1473,Received,1997-05-10,Clerk#000000960
1473,Committed,1997-05-12,Clerk#000000960
1474,Order Placed,1995-01-09,Clerk#000000438
1474,Shipped,1995-01-23,Clerk#000000438
1474,Committed,1995-02-11,Clerk#000000438
1474,Received,1995-05-06,Clerk#000000438
1475,Order Placed,1997-11-12,Clerk#000000972
1475,Committed,1997-12-13,Clerk#000000972
1475,Shipped,1997-12-14,Clerk#000000972
1475,Received,1998-03-15,Clerk#000000972
1476,Order Placed,1996-06-27,Clerk#000000673
1476,Shipped,1996-08-11,Clerk#000000673
1476,Received,1996-08-26,Clerk#000000673
1476,Committed,1996-09-18,Clerk#000000673
1477,Order Placed,1997-08-24,Clerk#000000612
1477,Shipped,1997-09-12,Clerk#000000612
1477,Committed,1997-09-30,Clerk#000000612
1477,Received,1998-01-12,Clerk#000000612
1478,Order Placed,1997-08-03,Clerk#000000827
1478,Shipped,1997-09-20,Clerk#000000827
1478,Received,1997-10-06,Clerk#000000827
1478,Committed,1997-10-25,Clerk#000000827
1479,Order Placed,1995-12-16,Clerk#000000697
1479,Committed,1996-02-28,Clerk#000000697
1479,Shipped,1996-03-12,Clerk#000000697
1479,Received,1996-03-31,Clerk#000000697
1504,Order Placed,1992-08-28,Clerk#000000381
1504,Shipped,1992-09-09,Clerk#000000381
1504,Committed,1992-10-12,Clerk#000000381
1504,Received,1992-12-13,Clerk#000000381
1505,Order Placed,1992-08-21,Clerk#000000544
1505,Committed,1992-09-24,Clerk#000000544
1505,Shipped,1992-11-22,Clerk#000000544
1505,Received,1993-01-02,Clerk#000000544
1506,Order Placed,1992-09-21,Clerk#000000620
1506,Shipped,1992-09-22,Clerk#000000620
1506,Committed,1992-10-25,Clerk#000000620
1506,Received,1993-02-09,Clerk#000000620
1507,Order Placed,1993-10-14,Clerk#000000305
1507,Shipped,1993-10-29,Clerk#000000305
1507,Committed,1993-12-16,Clerk#000000305
1507,Received,1994-01-11,Clerk#000000305
1508,Order Placed,1998-04-10,Clerk#000000117
1508,Shipped,1998-04-17,Clerk#000000117
1508,Committed,1998-05-30,Clerk#000000117
1508,Received,1998-08-22,Clerk#000000117
1509,Order Placed,1993-07-08,Clerk#000000770
1509,Shipped,1993-07-14,Clerk#000000770
1509,Committed,1993-08-21,Clerk#000000770
1509,Received,1993-11-14,Clerk#000000770
1510,Order Placed,1996-09-17,Clerk#000000128
1510,Shipped,1996-09-23,Clerk#000000128
1510,Committed,1996-10-17,Clerk#000000128
1510,Received,1996-11-28,Clerk#000000128
1511,Order Placed,1996-12-22,Clerk#000000386
1511,Shipped,1997-01-06,Clerk#000000386
1511,Committed,1997-02-11,Clerk#000000386
1511,Received,1997-03-27,Clerk#000000386
1536,Order Placed,1997-01-26,Clerk#000000117
1536,Shipped,1997-02-08,Clerk#000000117
1536,Received,1997-03-02,Clerk#000000117
1536,Committed,1997-03-11,Clerk#000000117
1537,Order Placed,1992-02-15,Clerk#000000862
1537,Shipped,1992-03-20,Clerk#000000862
1537,Committed,1992-03-31,Clerk#000000862
1537,Received,1992-06-23,Clerk#000000862
1538,Order Placed,1995-06-18,Clerk#000000258
1538,Shipped,1995-06-26,Clerk#000000258
1538,Committed,1995-07-29,Clerk#000000258
1538,Received,1995-11-08,Clerk#000000258
1539,Order Placed,1995-03-10,Clerk#000000840
1539,Committed,1995-04-13,Clerk#000000840
1539,Shipped,1995-04-19,Clerk#000000840
1539,Received,1995-06-10,Clerk#000000840
1540,Order Placed,1992-08-05,Clerk#000000927
1540,Shipped,1992-08-28,Clerk#000000927
1540,Committed,1992-09-04,Clerk#000000927
1540,Received,1992-12-31,Clerk#000000927
1541,Order Placed,1995-05-18,Clerk#000000906
1541,Shipped,1995-06-05,Clerk#000000906
1541,Committed,1995-07-13,Clerk#000000906
1541,Received,1995-08-26,Clerk#000000906
1542,Order Placed,1993-09-15,Clerk#000000435
1542,Shipped,1993-09-28,Clerk#000000435
1542,Committed,1993-10-17,Clerk#000000435
1542,Received,1994-01-07,Clerk#000000435
1543,Order Placed,1997-02-20,Clerk#000000398
1543,Shipped,1997-03-14,Clerk#000000398
1543,Committed,1997-03-30,Clerk#000000398
1543,Received,1997-06-12,Clerk#000000398
1568,Order Placed,1997-01-30,Clerk#000000554
1568,Shipped,1997-04-06,Clerk#000000554
1568,Committed,1997-04-08,Clerk#000000554
1568,Received,1997-06-21,Clerk#000000554
1569,Order Placed,1998-04-02,Clerk#000000786
1569,Shipped,1998-04-16,Clerk#000000786
1569,Committed,1998-05-31,Clerk#000000786
1569,Received,1998-08-10,Clerk#000000786
1570,Order Placed,1998-03-16,Clerk#000000745
1570,Shipped,1998-05-03,Clerk#000000745
1570,Committed,1998-06-01,Clerk#000000745
1570,Received,1998-07-23,Clerk#000000745
1571,Order Placed,1992-12-05,Clerk#000000565
1571,Shipped,1992-12-07,Clerk#000000565
1571,Committed,1993-01-04,Clerk#000000565
1571,Received,1993-04-09,Clerk#000000565
1572,Order Placed,1996-02-24,Clerk#000000994
1572,Committed,1996-03-26,Clerk#000000994
1572,Shipped,1996-05-16,Clerk#000000994
1572,Received,1996-05-28,Clerk#000000994
1573,Order Placed,1992-12-28,Clerk#000000940
1573,Shipped,1992-12-29,Clerk#000000940
1573,Committed,1993-02-16,Clerk#000000940
1573,Received,1993-05-17,Clerk#000000940
1574,Order Placed,1996-12-12,Clerk#000000809
1574,Shipped,1996-12-14,Clerk#000000809
1574,Committed,1997-01-13,Clerk#000000809
1574,Received,1997-04-01,Clerk#000000809
1575,Order Placed,1995-09-13,Clerk#000000497
1575,Shipped,1995-09-23,Clerk#000000497
1575,Committed,1995-10-15,Clerk#000000497
1575,Received,1996-01-23,Clerk#000000497
1600,Order Placed,1993-03-03,Clerk#000000627
1600,Shipped,1993-03-07,Clerk#000000627
1600,Committed,1993-04-07,Clerk#000000627
1600,Received,1993-07-02,Clerk#000000627
1601,Order Placed,1994-08-27,Clerk#000000469
1601,Shipped,1994-09-17,Clerk#000000469
1601,Committed,1994-09-28,Clerk#000000469
1601,Received,1995-01-11,Clerk#000000469
1602,Order Placed,1993-08-05,Clerk#000000660
1602,Committed,1993-09-05,Clerk#000000660
1602,Shipped,1993-10-31,Clerk#000000660
1602,Received,1993-11-21,Clerk#000000660
1603,Order Placed,1993-07-31,Clerk#000000869
1603,Shipped,1993-08-17,Clerk#000000869
1603,Committed,1993-09-04,Clerk#000000869
1603,Received,1993-10-28,Clerk#000000869
1604,Order Placed,1993-07-17,Clerk#000000512
1604,Shipped,1993-08-22,Clerk#000000512
1604,Committed,1993-08-30,Clerk#000000512
1604,Received,1993-11-09,Clerk#000000512
1605,Order Placed,1998-04-24,Clerk#000000616
1605,Shipped,1998-04-29,Clerk#000000616
1605,Committed,1998-06-05,Clerk#000000616
1605,Received,1998-08-09,Clerk#000000616
1606,Order Placed,1997-04-17,Clerk#000000550
1606,Shipped,1997-04-19,Clerk#000000550
1606,Committed,1997-05-26,Clerk#000000550
1606,Received,1997-06-27,Clerk#000000550
1607,Order Placed,1995-12-16,Clerk#000000498
1607,Shipped,1996-01-06,Clerk#000000498
1607,Committed,1996-02-12,Clerk#000000498
1607,Received,1996-03-16,Clerk#000000498
1632,Order Placed,1997-01-08,Clerk#000000351
1632,Shipped,1997-01-15,Clerk#000000351
1632,Committed,1997-02-09,Clerk#000000351
1632,Received,1997-04-29,Clerk#000000351
1633,Order Placed,1995-10-14,Clerk#000000666
1633,Committed,1995-11-13,Clerk#000000666
1633,Shipped,1995-12-13,Clerk#000000666
1633,Received,1996-01-21,Clerk#000000666
1634,Order Placed,1996-09-10,Clerk#000000360
1634,Shipped,1996-09-17,Clerk#000000360
1634,Committed,1996-10-15,Clerk#000000360
1634,Received,1996-12-17,Clerk#000000360
1635,Order Placed,1997-02-13,Clerk#000000958
1635,Shipped,1997-02-25,Clerk#000000958
1635,Committed,1997-03-20,Clerk#000000958
1635,Received,1997-06-17,Clerk#000000958
1636,Order Placed,1997-06-17,Clerk#000000457
1636,Shipped,1997-07-14,Clerk#000000457
1636,Committed,1997-08-08,Clerk#000000457
1636,Received,1997-11-04,Clerk#000000457
1637,Order Placed,1995-02-08,Clerk#000000189
1637,Shipped,1995-02-14,Clerk#000000189
1637,Committed,1995-03-17,Clerk#000000189
1637,Received,1995-07-01,Clerk#000000189
1638,Order Placed,1997-08-13,Clerk#000000643
1638,Shipped,1997-08-20,Clerk#000000643
1638,Committed,1997-09-17,Clerk#000000643
1638,Received,1997-12-06,Clerk#000000643
1639,Order Placed,1995-08-20,Clerk#000000939
1639,Shipped,1995-08-23,Clerk#000000939
1639,Committed,1995-10-06,Clerk#000000939
1639,Received,1996-01-12,Clerk#000000939
1664,Order Placed,1996-03-03,Clerk#000000090
1664,Shipped,1996-03-06,Clerk#000000090
1664,Committed,1996-04-22,Clerk#000000090
1664,Received,1996-07-19,Clerk#000000090
1665,Order Placed,1994-05-08,Clerk#000000920
1665,Shipped,1994-05-22,Clerk#000000920
1665,Committed,1994-06-07,Clerk#000000920
1665,Received,1994-09-12,Clerk#000000920
1666,Order Placed,1995-10-18,Clerk#000000849
1666,Shipped,1995-10-28,Clerk#000000849
1666,Committed,1995-11-30,Clerk#000000849
1666,Received,1996-02-28,Clerk#000000849
1667,Order Placed,1997-10-10,Clerk#000000103
1667,Shipped,1997-10-14,Clerk#000000103
1667,Committed,1997-11-09,Clerk#000000103
1667,Received,1998-02-09,Clerk#000000103
1668,Order Placed,1997-07-12,Clerk#000000148
1668,Shipped,1997-07-23,Clerk#000000148
1668,Committed,1997-09-05,Clerk#000000148
1668,Received,1997-11-01,Clerk#000000148
1669,Order Placed,1997-06-09,Clerk#000000663
1669,Committed,1997-07-30,Clerk#000000663
1669,Shipped,1997-09-04,Clerk#000000663
1669,Received,1997-09-20,Clerk#000000663
1670,Order Placed,1997-05-24,Clerk#000000320
1670,Shipped,1997-07-19,Clerk#000000320
1670,Committed,1997-08-05,Clerk#000000320
1670,Received,1997-09-23,Clerk#000000320
1671,Order Placed,1996-07-27,Clerk#000000275
1671,Shipped,1996-07-28,Clerk#000000275
1671,Committed,1996-09-02,Clerk#000000275
1671,Received,1996-12-17,Clerk#000000275
1696,Order Placed,1998-01-08,Clerk#000000041
1696,Committed,1998-02-07,Clerk#000000041
1696,Shipped,1998-02-14,Clerk#000000041
1696,Received,1998-05-28,Clerk#000000041
1697,Order Placed,1996-10-07,Clerk#000000815
1697,Committed,1996-11-12,Clerk#000000815
1697,Shipped,1996-12-07,Clerk#000000815
1697,Received,1997-02-05,Clerk#000000815
1698,Order Placed,1997-04-23,Clerk#000000432
1698,Shipped,1997-05-16,Clerk#000000432
1698,Committed,1997-05-28,Clerk#000000432
1698,Received,1997-09-03,Clerk#000000432
1699,Order Placed,1993-12-30,Clerk#000000125
1699,Shipped,1994-01-12,Clerk#000000125
1699,Committed,1994-03-12,Clerk#000000125
1699,Received,1994-04-20,Clerk#000000125
1700,Order Placed,1996-06-15,Clerk#000000328
1700,Committed,1996-07-27,Clerk#000000328
1700,Shipped,1996-09-26,Clerk#000000328
1700,Received,1996-10-22,Clerk#000000328
1701,Order Placed,1992-05-19,Clerk#000000395
1701,Shipped,1992-05-25,Clerk#000000395
1701,Committed,1992-06-29,Clerk#000000395
1701,Received,1992-07-04,Clerk#000000395
1702,Order Placed,1995-05-07,Clerk#000000300
1702,Shipped,1995-06-02,Clerk#000000300
1702,Committed,1995-06-08,Clerk#000000300
1702,Received,1995-09-10,Clerk#000000300
1703,Order Placed,1993-01-28,Clerk#000000463
1703,Shipped,1993-02-07,Clerk#000000463
1703,Committed,1993-03-05,Clerk#000000463
1703,Received,1993-04-27,Clerk#000000463
1728,Order Placed,1996-05-22,Clerk#000000711
1728,Committed,1996-06-22,Clerk#000000711
1728,Shipped,1996-07-26,Clerk#000000711
1728,Received,1996-09-20,Clerk#000000711
1729,Order Placed,1992-05-19,Clerk#000000158
1729,Committed,1992-07-24,Clerk#000000158
1729,Shipped,1992-08-11,Clerk#000000158
1729,Received,1992-08-16,Clerk#000000158
1730,Order Placed,1998-07-24,Clerk#000000794
1730,Shipped,1998-08-11,Clerk#000000794
1730,Committed,1998-08-29,Clerk#000000794
1730,Received,1998-11-02,Clerk#000000794
1731,Order Placed,1996-01-06,Clerk#000000268
1731,Shipped,1996-01-14,Clerk#000000268
1731,Committed,1996-02-13,Clerk#000000268
1731,Received,1996-05-27,Clerk#000000268
1732,Order Placed,1993-11-29,Clerk#000000903
1732,Shipped,1993-12-05,Clerk#000000903
1732,Committed,1994-01-02,Clerk#000000903
1732,Received,1994-04-02,Clerk#000000903
1733,Order Placed,1996-05-12,Clerk#000000789
1733,Shipped,1996-05-25,Clerk#000000789
1733,Committed,1996-07-08,Clerk#000000789
1733,Received,1996-09-27,Clerk#000000789
1734,Order Placed,1994-06-11,Clerk#000000722
1734,Committed,1994-07-17,Clerk#000000722
1734,Shipped,1994-08-09,Clerk#000000722
1734,Received,1994-08-25,Clerk#000000722
1735,Order Placed,1992-12-27,Clerk#000000458
1735,Shipped,1992-12-31,Clerk#000000458
1735,Received,1993-02-02,Clerk#000000458
1735,Committed,1993-02-03,Clerk#000000458
1760,Order Placed,1996-05-17,Clerk#000000917
1760,Shipped,1996-06-11,Clerk#000000917
1760,Committed,1996-06-16,Clerk#000000917
1760,Received,1996-08-01,Clerk#000000917
1761,Order Placed,1993-12-24,Clerk#000000817
1761,Shipped,1994-01-02,Clerk#000000817
1761,Committed,1994-01-23,Clerk#000000817
1761,Received,1994-04-29,Clerk#000000817
1762,Order Placed,1994-08-20,Clerk#000000653
1762,Shipped,1994-09-03,Clerk#000000653
1762,Committed,1994-10-02,Clerk#000000653
1762,Received,1995-01-17,Clerk#000000653
1763,Order Placed,1996-10-29,Clerk#000000321
1763,Shipped,1996-11-04,Clerk#000000321
1763,Committed,1996-12-04,Clerk#000000321
1763,Received,1997-03-27,Clerk#000000321
1764,Order Placed,1992-03-25,Clerk#000000182
1764,Shipped,1992-05-06,Clerk#000000182
1764,Committed,1992-05-11,Clerk#000000182
1764,Received,1992-07-06,Clerk#000000182
1765,Order Placed,1995-12-03,Clerk#000000490
1765,Committed,1996-02-17,Clerk#000000490
1765,Shipped,1996-03-02,Clerk#000000490
1765,Received,1996-03-14,Clerk#000000490
1766,Order Placed,1996-10-12,Clerk#000000983
1766,Shipped,1996-10-28,Clerk#000000983
1766,Committed,1996-11-11,Clerk#000000983
1766,Received,1997-02-19,Clerk#000000983
1767,Order Placed,1995-03-14,Clerk#000000327
1767,Shipped,1995-03-16,Clerk#000000327
1767,Committed,1995-04-14,Clerk#000000327
1767,Received,1995-07-03,Clerk#000000327
1792,Order Placed,1993-11-09,Clerk#000000102
1792,Committed,1993-12-11,Clerk#000000102
1792,Shipped,1994-01-31,Clerk#000000102
1792,Received,1994-03-12,Clerk#000000102
1793,Order Placed,1992-07-12,Clerk#000000291
1793,Shipped,1992-07-28,Clerk#000000291
1793,Committed,1992-08-26,Clerk#000000291
1793,Received,1992-11-23,Clerk#000000291
1794,Order Placed,1997-09-28,Clerk#000000686
1794,Shipped,1997-09-29,Clerk#000000686
1794,Committed,1997-11-01,Clerk#000000686
1794,Received,1998-02-14,Clerk#000000686
1795,Order Placed,1994-03-19,Clerk#000000815
1795,Committed,1994-04-21,Clerk#000000815
1795,Shipped,1994-04-24,Clerk#000000815
1795,Received,1994-07-02,Clerk#000000815
1796,Order Placed,1992-11-21,Clerk#000000245
1796,Shipped,1992-12-01,Clerk#000000245
1796,Committed,1993-01-01,Clerk#000000245
1796,Received,1993-01-10,Clerk#000000245
1797,Order Placed,1996-05-07,Clerk#000000508
1797,Shipped,1996-06-03,Clerk#000000508
1797,Committed,1996-07-11,Clerk#000000508
1797,Received,1996-08-29,Clerk#000000508
1798,Order Placed,1997-07-28,Clerk#000000741
1798,Shipped,1997-08-27,Clerk#000000741
1798,Received,1997-09-09,Clerk#000000741
1798,Committed,1997-10-23,Clerk#000000741
1799,Order Placed,1994-03-07,Clerk#000000339
1799,Shipped,1994-04-05,Clerk#000000339
1799,Committed,1994-04-28,Clerk#000000339
1799,Received,1994-06-27,Clerk#000000339
1824,Order Placed,1994-05-05,Clerk#000000972
1824,Shipped,1994-05-08,Clerk#000000972
1824,Committed,1994-06-21,Clerk#000000972
1824,Received,1994-09-19,Clerk#000000972
1825,Order Placed,1993-12-05,Clerk#000000345
1825,Shipped,1993-12-07,Clerk#000000345
1825,Committed,1994-01-12,Clerk#000000345
1825,Received,1994-04-21,Clerk#000000345
1826,Order Placed,1992-04-16,Clerk#000000718
1826,Shipped,1992-04-28,Clerk#000000718
1826,Committed,1992-05-17,Clerk#000000718
1826,Received,1992-08-04,Clerk#000000718
1827,Order Placed,1996-06-22,Clerk#000000369
1827,Shipped,1996-07-20,Clerk#000000369
1827,Committed,1996-08-07,Clerk#000000369
1827,Received,1996-11-07,Clerk#000000369
1828,Order Placed,1994-04-18,Clerk#000000840
1828,Shipped,1994-05-05,Clerk#000000840
1828,Committed,1994-05-28,Clerk#000000840
1828,Received,1994-08-13,Clerk#000000840
1829,Order Placed,1994-05-08,Clerk#000000537
1829,Shipped,1994-05-18,Clerk#000000537
1829,Committed,1994-06-08,Clerk#000000537
1829,Received,1994-09-16,Clerk#000000537
1830,Order Placed,1995-02-23,Clerk#000000045
1830,Shipped,1995-03-09,Clerk#000000045
